clasificacion,texto
Falso,Aníbal Fernández: “Todos [los gobernadores] tuvieron discusiones con sus vicegobernadores cuando tenían vuelo propio”
Falso,VERDADEROLos casos de conflicto entre vicegobernadores y gobernadores abundan en la historia reciente argentina.
Verdadero,Timerman: “El 50% del superávit proviene de África: 25% del Magreb y 25% del África negra”
Verdadero,"ENGAÑOSOEl canciller defendió la misión comercial de CFK a Angola y mencionó datos ciertos sobre el saldo que la Argentina obtuvo de su comercio con África. Sin embargo, el país visitado se ubica en una región que sólo significó el 8% del superávit total."
Falso,CFK: La inversión pública “significó en los últimos 9 años aproximadamente 4 o 5 puntos del PBI por año”
Falso,"VERDADERO, PERO…Las cifras oficiales -sólo recientemente publicadas- indican que la inversión pública recién superó el 4% del PBI en 2009 y 2010, aunque la media del período fue de 3,7 por ciento. Los niveles son aún inferiores a los históricos del país."
Verdadero,CGT: “El salario no es una ganancia”
Verdadero,"ENGAÑOSOLa Confederación General del Trabajo utiliza el slogan en su campaña contra el impuesto a las ganancias, pero aunque el nombre puede llamar a confusión, es uno de los impuestos más progresivos."
Falso,"“La coparticipación era del 50-50, después fue del 60-40 y ahora es 75 para Nación y 25 para las provincias”"
Falso,"El jefe de Gobierno mencionó cifras que no coinciden con las de la serie histórica. De todos modos, existe una centralización en la distribución de los recursos, y, por otra parte, un incumplimiento del piso mínimo establecido por la ley de coparticipación."
Falso,Arslanián: “La mayoría de los casos de muerte policial son fuera de las horas de servicio”
Falso,VERDADEROEl ex ministro de Seguridad de la provincia habló de la violencia policial y el debate sobre la portación de armas fuera de sus horarios de trabajo. Casi el 80% de las bajas se dan en ese contexto.
Verdadero,“El mundo se está cayendo encima de nosotros”
Verdadero,ENGAÑOSOLa Presidenta se refirió a la crisis internacional y al efecto que ello podría tener sobre el país. Pero las condiciones externas que repercuten directamente sobre la economía argentina están lejos de merecer calificativos como el expresado.
Falso,Santilli: “La Ciudad subsidia el 50% del CEAMSE”
Falso,"ENGAÑOSOEl ministro de Ambiente y Espacio Público se refirió al conflicto de la basura. Afirmó que la Ciudad presta asistencia al CEAMSE a través de los fondos de capital, pero no se trata de un subsidio sino de una obligación contractual con la provincia. ADEMÁS...>Lejos de la meta Basura 0"
Falso,Moyano: “El que vivía en la villa sigue en la villa y el que alquilaba sigue alquilando”
Falso,"APRESURADO / VERDADEROLos datos de 2010 sobre la población en villas no fueron publicados, por lo que no es posible afirmar si ella aumentó o disminuyó. La cantidad de inquilinos, en cambio, evolucionó en el sentido mencionado por el secretario general de la CGT."
Falso,La Nación: La defensa de los DD.HH. debería alcanzar tanto al terrorismo de Estado como al accionar guerrillero
Falso,"INSOSTENIBLENo existen normas que coloquen a los actos de grupos armados en el mismo plano que los delitos del Estado. La CSJN ha establecido además, que sólo el actor estatal puede cometer crímenes de lesa humanidad."
Falso,Sabbatella: “El esquema tributario provincial es altamente regresivo”
Falso,"VERDADERO, PERO...El diputado nacional criticó el sistema tributario bonaerense y los datos lo respaldan. Sin embargo, el gobernador Scioli presentó un proyecto que aumenta la progresividad del régimen fiscal.ADEMÁS...>Coparticipación secundaria, con asimetrías"
Verdadero,"De Mendiguren: “Por cada punto que crece el producto industrial, sube tres puntos el nivel de importaciones”"
Verdadero,VERDADEROEl presidente de la UIA se refirió a la relación entre el ingreso de bienes al país y el crecimiento del sector industrial. Los datos muestran que la relación es correcta.
Verdadero,Jorge Lozano: la Argentina se ubica “en el segundo o en el tercer lugar entre los países de América Latina por sus prácticas corruptas”
Verdadero,"EXAGERADOEl país aparece en la posición número 13 por nivel de corrupción entre 23 naciones de la región, según un índice basado, por la índole del fenómeno, en una cuantificación de percepciones."
Falso,Estenssoro: casi el 90% de la energía viene de los hidrocarburos
Falso,"ENGAÑOSOEn su intervención en el Congreso, la senadora afirmó que la gran mayoría de la energía que se consume en la Argentina proviene de los combustibles fósiles. Esto es así, aunque también sucede en la mayor parte del mundo."
Falso,De Vido aseguró que la Argentina tiene “las terceras reservas del mundo de gas no convencional”
Falso,"VERDADEROAsí lo afirmó el ministro de Planificación en el debate sobre el proyecto de expropiación de YPF. Aunque confundió el término “reservas” con “recursos”, la afirmación coincide con los datos.ADEMÁS...>Definiciones y diferencias"
Verdadero,CFK: “Somos el único país de Latinoamérica que no maneja sus recursos naturales”
Verdadero,"VERDADERO, PERO…En la mayoría de los países de la región, el petróleo está en manos del Estado, aunque no es el caso de todos los recursos naturales."
Verdadero,Yauhar: se tiran un tercio de los alimentos que se producen en el mundo
Verdadero,VERDADEROEl ministro de Agricultura lo declaró al hablar de la necesidad de mejorar la distribución de la comida. Las estadísticas respaldan sus dichos.
Verdadero,Heller: “La Argentina se convirtió en un país triguero sobre la base del cierre a la importación de trigo”
Verdadero,"FALSOEl diputado defendió así las medidas de cierre de importaciones, pero el paralelo histórico no es exacto. La Argentina dejó de importar trigo gracias a que pudo suplir la demanda con su propia producción, sin cerrar la frontera."
Falso,La Nación: “Bajo impacto de la AUH en la escuela”
Falso,"FALSOEl diario publicó una nota basada en un relevamiento de percepción del Observatorio de la Educación Básica de la Argentina, pero padece de errores e inexactitudes en la presentación de la información."
Falso,El Estado “ha realizado inversiones de largo plazo para reactivar las fuentes alternativas”
Falso,"DISCUTIBLELo afirmó Horacio Verbitsky en su columna dominical sobre la posible intervención del Gobierno Nacional en YPF. Pero, ¿en qué situación se encuentran las industrias energéticas? Con aportes de: Lapeña, Bronstein, Malinow, Herrero, Rotaeche y Molina."
Falso,Héctor Timerman: “Hemos importado más que nunca”
Falso,"VERDADERO, PERO…Las declaraciones del canciller tuvieron lugar el martes en una conferencia de prensa. Los números le dan la razón, aunque una parte importante del aumento se debe a los combustibles."
Verdadero,Dindart: “Algunas se embarazan porque tienen un recurso económico como premio”
Verdadero,INSOSTENIBLEEl ministro de Salud de Corrientes lo afirmó en una entrevista. No existen datos que permitan asegurar un aumento en el embarazo adolescente a partir de la implementación de la Asignación Universal por Hijo.
Falso,Macri: “Dos de cada tres pesos de nuestro presupuesto se destinan a la inversión social”
Falso,"VERDADERO, PERO…En el presupuesto de 2012 efectivamente el rubro “servicios sociales” representa dos tercios del total. Pero presupuesto no es lo mismo que ejecución."
Verdadero,CFK: “La publicidad oficial es el 10% del total. Con lo cual su influencia es nula”
Verdadero,"ENGAÑOSOLa afirmación de la Presidenta coincide con los datos. El Estado Nacional, sin embargo, se ha vuelto un actor principal en el mercado publicitario."
Falso,Pergolini: “El paco está asesinando de a 200 o 300 chicos por mes”
Falso,"INSOSTENIBLELo declaró el conductor radial en una entrevista en el canal América, pero no existen estadísticas que lo sustenten."
Falso,Alak: “Nuestro país está a la vanguardia en la lucha contra este crimen aberrante [la trata]”
Falso,"FALSOEl ministro lo dijo al presentar estadísticas sobre la cantidad de víctimas rescatadas, pero aunque se mejoró en ciertos aspectos, los especialistas y los informes no muestran al país como un ejemplo."
Falso,Marcó del Pont: “Los bancos centrales se crearon para financiar al Estado”
Falso,"VERDADEROLa funcionaria explicó las modificaciones de la Carta Orgánica del Banco Central, y remarcó la causa original de la creación de la autoridad monetaria en el mundo."
Verdadero,Macri: “La Ciudad genera casi el 25% de los recursos coparticipables y se lleva poco más del 1% de la coparticipación”
Verdadero,"VERDADERO, PERO…Los números son exactos, pero la Ciudad es la jurisdicción que más recibe en subsidios por persona."
Verdadero,Scioli: un chequeo a sus anuncios y logros en su discurso
Verdadero,"El mandatario bonaerense detalló su gestión en la Legislatura provincial. DISCUTIBLE, VERDADERO y FALSO,    las calificaciones de esta nota."
Falso,“El viento de cola se ha terminado”
Falso,"INSOSTENIBLE Joaquín Morales Solá lo afirmó en su columna semanal. No existe evidencia, sin embargo, de que esto sea así."
Falso,CFK: “Hoy estamos cubriendo al 65% de la población argentina con la TV digital abierta”
Falso,"VERDADERO, PERO...A partir de la inauguración de dos antenas en Necochea, el gobierno anunció que el 65% de la población total argentina cuenta con la cobertura gratuita que ofrece la TV Digital Abierta (TDA). Con esto, es el país más avanzado de la región en la materia, pero no todos los que están cubiertos hoy acceden a la TDA."
Verdadero,"Boudou: Argentina de “prestador de servicios, pasó a ser productor de bienes”"
Verdadero,"FALSOSegún el vicepresidente la producción de bienes habría superado a la de servicios en su importancia en la economía. Los datos, sin embargo, desmienten la afirmación. Además existe un debate sobre la importancia de cada sector en el desarrollo."
Falso,CFK: “Somos el país que mayor cobertura tiene en materia previsional”
Falso,VERDADEROEn el discurso en que la Presidenta anunció el aumento de las jubilaciones dijo también que el país tenía la mejor cobertura y las mejores jubilaciones de la región. Un contraste con otros países le da la razón.
Verdadero,“Aumentaron un 100% sus dietas senadores y diputados”
Verdadero,VERDADEROEl diario calculó ese aumento luego de la difusión de cuatro resoluciones del Congreso. Los datos respaldan la afirmación. ¿Cuánto cobran los legisladores de otras provincias? ¿Y en otros países?
Verdadero,Hay menos mujeres en el mercado de trabajo por la Asignación Universal por Hijo
Verdadero,"FALSO Lo afirmó un estudio del Instituto de Estudios Laborales y Sociales según el cual las mujeres dejarían de trabajar por el beneficio. Los datos sin embargo, lo desmienten."
Falso,"CFK: “[Hubo] un crecimiento para el año 2011 de 9,2”"
Falso,"DISCUTIBLELa Presidenta lo aseguró en un discurso, pero existen dudas acerca de los índices de precios oficiales que hacen menos confiable la cifra de la expansión económica. ADEMAS...> Índice de Precios Implícitos"
Falso,"Capitanich: “Chaco ha obtenido el 9,7 de mortalidad infantil”"
Falso,APRESURADOEl gobernador del Chaco afirmó que se había alcanzado una baja histórica. Los primeros datos confirman sus dichos pero aún no están los resultados definitivos.
Falso,Entre 2003 y 2010 hubo una importante baja de la desigualdad
Falso,"VERDADEROLo afirmó la encargada de estudios laborales del Ministerio de Trabajo, Marta Novick. Efectivamente entre esos años se vio una importante caída en la desigualdad."
Verdadero,Alicia Kirchner: “El 68% de las [exportaciones] son industriales”
Verdadero,"ENGAÑOSOLa ministra de Desarrollo Social lo afirmó en una columna en Tiempo Argentino, pero ese porcentaje incluye exportaciones cuya calificación como industrial es dudosa."
Falso,"Desde 2003 se crearon 1,3 millones de empleos en la industria"
Falso,FALSOEn un comunicado publicado por el Ministerio de Industria se anuncia tal cifra. Fuentes oficiales e independientes indican que el aumento fue menos de la mitad.
Falso,“La pobreza es más alta que en cualquier momento de los ‘90”
Falso,FALSOEl diputado se mostró escéptico respecto a las mejoras en esta tasa. Pero los indicadores de pobreza fueron peores en la mayor parte de la década mencionada.
Falso,Hay 876 personas en situación de calle en Buenos Aires
Falso,INSOSTENIBLEEl resultado difundido por el Ministerio de Desarrollo Social proviene de un censo cuya metodología no se describe en detalle.
Falso,Francia cometió un genocidio en Argelia
Falso,"DISCUTIBLELa aprobación de una ley en el parlamento francés que determina que la masacre de armenios a manos del ejército turco entre 1915 y 1917 fue un genocidio, y condena su negación, generó una disputa entre ambos países."
Falso,Macri: “Hicimos una inversión récord en infraestructura escolar”
Falso,El jefe de Gobierno destacó el logro durante la asunción de su segundo mandato. Los datos no sostienen sus dichos.
Falso,De la Rúa: “En Europa han caído 10 ó 12 gobiernos”
Falso,"ENGAÑOSOEl ex presidente citó la crisis europea como un ejemplo de lo que sucede con el poder político en el caso de una crisis económica, comparándolo con su propio caso. Pero las situaciones no son similares."
Falso,Moyano: el impuesto a las ganancias es “el más injusto que tenemos”
Falso,"FALSOEl sindicalista criticó el tributo, pero es el que más ayuda a la repartición de la riqueza y es uno de los ingresos centrales en países más desarrollados."
Falso,"Clarín: “Con Cristina, se tocó el piso de leyes votadas por año desde 1983”"
Falso,"VERDADERO, PERO...El matutino afirmó que entre 2007 y 2011 “sólo” se sancionó un promedio de 92 leyes anuales, menos que durante otros períodos. Aunque el dato es exacto, la relevancia del indicador es cuestionada."
Verdadero,"Los problemas de Europa, ¿se deben al Estado de Bienestar?"
Verdadero,INSOSTENIBLEEl gasto público suele ser mencionado como una de las causas de la situación en el Viejo Continente. Los datos no respaldan tal afirmación.
Falso,Altamira: “Los subsidios son mucho más que todas las retenciones a las exportaciones agropecuarias”
Falso,VERDADEROEl ex candidato presidencial por el Frente de Izquierda lo afirmó en un debate televisivo sobre la política de quita de subsidios que el Estado plantea implementar. Los datos obtenidos avalan su afirmación.
Verdadero,"CFK: “La deuda pública en moneda extranjera se redujo al 27,5% del PBI”"
Verdadero,VERDADEROLa Presidenta se refirió a las mejoras en las condiciones de la deuda pública: los datos publicados le dan la razón.
Verdadero,Alak: “Argentina es el país que más armas destruyó en el mundo”
Verdadero,INSOSTENIBLEEl ministro de Justicia se refirió al tema luego de haber encabezado un procedimiento de destrucción de armas. Los datos obtenidos no permiten la comparación: están desactualizados y no discriminan entre armas bélicas y civiles.
Falso,Biotecnología: “La Argentina es uno de los países líderes del mundo”
Falso,"EXAGERADOLa Presidenta sobredimensionó el grado de avanzada del país en este sector, donde sólo se destaca en la producción de semillas transgénicas y medicamentos. En EE.UU. y la UE se encuentran las empresas líderes mundiales. Brasil tiene una posición destacada en la región."
Falso,¿Son las tarifas en Rosario hasta cinco veces mayores que en Buenos Aires?
Falso,"EXAGERADOEl senador socialista Rubén Giustiniani habló de la disminución de los subsidios a los servicios. La Ciudad de Buenos Aires es la gran beneficiada, aunque no en la proporción que manifiesta."
Falso,"Subtes en Buenos Aires: “La mayor inversión en la historia, en términos de metros construidos”"
Falso,"El jefe de Gabinete mencionó la inversión en red subterránea como un logro de gestión. La inversión actual es récord en el área, aunque en kilómetros licitados Macri se ubica tercero."
Falso,"“Hubo una reincorporación efectiva de 130.000, 140.000 chicos a la escuela”"
Falso,INSOSTENIBLELo declaró el ministro Sileoni en la presentación del informe cualitativo sobre el impacto de la Asignación Universal. Las cifras disponibles dan cuenta de inconsistencias.
Falso,Controles a la compra de dólares: ¿no sólo en la Argentina?
Falso,"DISCUTIBLEEl vicepresidente del Banco Central, Miguel Pesce, justificó las nuevas medidas de regulación de compra de divisas y aseguró que no es algo específico de la Argentina. Los casos de Brasil y Chile. "
Falso,CFK: “Hoy la Argentina tiene en el mundo el mejor grado de productividad por hectárea sembrada”
Falso,"VERDADEROLa Presidenta habló en el G-20 sobre la productividad argentina. Efectivamente, si se consideran los distintos factores, la Argentina es líder en la materia."
Verdadero,Télam: “El nivel de inversión es el más alto de las últimas décadas y supera al de los años ‘90”
Verdadero,VERDADEROLa agencia oficial se basó en un informe del BCRA. La afirmación se sustenta en los datos.
Verdadero,Carrió calificó al kirchnerismo como “régimen” político
Verdadero,"DISCUTIBLEFue luego de conocerse los resultados de la elección, en la que el oficialismo triunfó rotundamente. Pero, ¿qué es un régimen? ¿El kirchnerismo puede ser considerado como tal? Responden: Oszlak, De Riz, Barcesat y Böhmer."
Falso,Marcó del Pont: “La Argentina fue el país de América Latina que más depreció su moneda en los últimos años”
Falso,DISCUTIBLELa frase de la presidenta del Banco Central es cierta si se considera el tipo de cambio nominal. No así si se mira la devaluación “real” de la moneda.
Falso,"Tiempo Argentino: “De cada 10 heladeras que se venden, 8 se fabrican en el país (…) en el 2003 sólo 3 de cada 10 [lo eran]”"
Falso,"EXAGERADOEl diario informó el aumento en la producción nacional de heladeras, aunque exageró el crecimiento de la industria local."
Falso,Guadagni: “La universidad argentina no es más inclusiva que la chilena”
Falso,"DISCUTIBLEEn una columna titulada “¿Quién paga la universidad?”, aparecida en La Nación, compara ambos modelos y menciona que la Argentina presenta peores índices. ¿Es cierto? Responden: Ana María García de Fanelli, Ariel Gordon y Nancy Montes."
Falso,Scioli: “Creamos el mejor nivel de empleo de los últimos 25 años”
Falso,"VERDADERO, PERO...El gobernador reivindicó la evolución de ese indicador en su provincia. La tasa de este año no es la más alta, pero es cierto que durante su gobierno se alcanzó el mayor porcentaje de ocupación."
Verdadero,CFK: “Una Argentina que ha generado el crecimiento del producto bruto más importante de sus 200 años de historia”
Verdadero,"EXAGERADOLa Presidenta destacó el crecimiento de la economía. En los períodos de gobierno 2003-2011 se verificó uno de los mayores aumentos de PBI, pero no el más importante desde 1810. "
Falso,Bossio: hubo “un incremento en la matrícula secundaria del 20%”
Falso,FALSOEl titular de la Anses defendió el impacto de la Asignación Universal por Hijo en la educación. Las cifras no muestran una variación como la que cita.
Falso,"Del Sel: “Se triplicó, cuadriplicó (sic) la cantidad de embarazos de pibitas de 12, de 13, de 14 años [por la AUH]”"
Falso,INSOSTENIBLEEl ex candidato a gobernador afirmó que la Asignación Universal por Hijo aumentó los embarazos adolescentes. Varios lectores pidieron a Chequeado.com verificar sus dichos. No existen datos que respalden su declaración.
Falso,"Binner: “Hay luces amarillas encendidas, (…) [entre ellas] la hiperinflación””"
Falso,"INSOSTENIBLEEl candidato del Frente Amplio Progresista advirtió sobre los peligros de los aumentos de precios, pero no hay indicios que permitan predecir una espiral inflacionaria."
Falso,Recalde: “Tenemos cuatro millones de trabajadores en negro”
Falso,VERDADEROEl diputado se refirió al trabajo no registrado. Las estimaciones en base a datos oficiales le dan la razón.
Verdadero,"Alberto Rodríguez Saá: “En el gobierno de CFK, Kirchner y Duhalde aumentaron las villas miseria en un 55%”"
Verdadero,ENGAÑOSOEl candidato a presidente citó la cifra de un informe que se refiere al crecimiento en las villas. Pero éste no precisa cuál fue el aumento de la población en los barrios precarios.
Falso,"C. Fernández: “En 2003 la Argentina destinaba el 5% de su PBI a la deuda y sólo el 2% a la educación. Hoy destina el 2% del PBI a la deuda y 6,47% a la educación”"
Falso,EXAGERADO / VERDADEROEl spot de campaña de Cristina Fernández presenta datos sobre el uso del presupuesto. Sobredimensiona las diferencias aunque efectivamente hubo una reducción importante en la deuda.
Falso,De Narváez: “El presupuesto [actual] de salud es el más bajo de la historia”
Falso,"INSOSTENIBLE, PERO...Es difícil encontrar datos que permitan verificar los dichos del candidato a gobernador. Si se considera, empero, el gasto en salud, el actual es el más bajo registrado en la provincia desde 1991."
Falso,Amadeo: “En los últimos tres años hubo 15 muertes sociales”
Falso,VERDADERO    El candidato a gobernador por Frente Popular habló de la represión de protestas y número de víctimas fatales en los últimos años.
Verdadero,"Capitanich: “47,7 es el crecimiento de la economía [de Chaco] en 4 años, versus 50,8 en 57 años anteriores”"
Verdadero,"VERDADERO, PERO... La afirmación del gobernador se basa en las cifras del PBG per cápita. Pero la similitud entre las dos tasas de crecimiento económico se debe en parte a fuertes diferencias en el crecimiento demográfico en ambos períodos."
Verdadero,"CFK: “Después de China, [la Argentina] es el país que más ha hecho crecer su economía”"
Verdadero,"FALSOLa Presidenta se mostró orgullosa por el crecimiento de la economía argentina con respecto al mundo. Las cifras usualmente tomadas como base de comparación internacional, no son consistentes con esa afirmación."
Falso,Artemio López: “La pobreza retrocedió a los niveles de 1980″
Falso,"El sociólogo escribió una columna en la que destacó la baja de la pobreza, que habría alcanzado los niveles de 1980. Todas las fuentes alternativas consultadas muestran cifras distintas. Gracias a nuestro lector que nos sugirió el chequeo. "
Falso,Rodríguez Saá: “San Luis no tiene empleados públicos en exceso; hoy son 17 mil”
Falso,ENGAÑOSOLas cifras del Presupuesto provincial son consistentes con esa afirmación. No así los resultados de la Encuesta Permanente de Hogares. Otros indicadores muestran que la provincia tiene una alta tasa de empleo en negro y de planes sociales.
Falso,Sarkozy: “Grecia no es Argentina”
Falso,"VERDADEROExisten similitudes en los problemas que Grecia enfrenta hoy y los que la Argentina enfrentó en 2001. Las situaciones, sin embargo, no son equivalentes."
Verdadero,Insfrán: “Formosa es la provincia que más invierte por alumno en el país”
Verdadero,FALSOEl gobernador de Formosa  dijo que su provincia tenía las mayores tasas de inversión en educación. Los datos lo desmienten. Muchas gracias a nuestro lector que nos sugirió el chequeo.
Falso,Julián Domínguez: “El plan estratégico agroalimentario es un logro histórico”
Falso,"APRESURADOEl ministro destacó la importancia del plan, aunque aún no está listo y falta determinar, entre otras cosas, los instrumentos previstos para lograr las metas. ADEMÁS...>Cómo se definieron las metas para 2020"
Falso,De Narváez: “La provincia de Buenos Aires recibe menos plata [en coparticipación] que Córdoba y Santa Fe”
Falso,VERDADEROEl candidato de Udeso criticó al gobierno de Daniel Scioli y se basó en datos correctos sobre la distribución federal del FCB.
Verdadero,Domínguez: “Seguimos manteniendo el mismo stock ganadero”
Verdadero,"FALSOEl Ministro de Agricultura defendió así la gestión del actual gobierno frente a las críticas en la apertura de la exposición de la Sociedad Rural. Los datos muestran, sin embargo, que en los últimos años disminuyó el stock ganadero."
Falso,Binner: “Hoy hay más de tres millones de viviendas que necesita el país”
Falso,"EXAGERADOEl candidato presidencial se refirió a los temas pendientes en materia social. Si bien el dato sobre el déficit es correcto, no implica que haya que construir esa cantidad de viviendas."
Falso,Clarín: “El de las internas fue el proceso electoral más desarreglado en 28 años de democracia”
Falso,"INSOSTENIBLENo hay datos en qué basar la afirmación. Los especialistas reconocen errores, pero los adjudican a las particularidades de la elección."
Falso,Morales: “El drama de los niños desaparecidos se ha incrementado exponencialmente”
Falso,"DISCUTIBLEEl senador radical presentó junto a Ernesto Sanz un proyecto de alerta temprana para los casos de desapariciones de menores. La iniciativa está basada en datos concretos, aunque las fuentes difieren."
Falso,"Donda: “De cada 1000 causas que se abren [por drogas] sólo el 3% es por comercio, el resto es a consumidores”"
Falso,"EXAGERADOLa diputada criticó el sistema legal por considerarlo ineficiente en la lucha contra el narcotráfico, pero magnificó las estadísticas."
Falso,Alfonsín: llevar un contenedor desde el norte del país a Rosario cuesta lo mismo que enviarlo a Holanda
Falso,ENGAÑOSOLa afirmación del candidato a presidente es cierta cuando se analizan los costos vigentes para el transporte en camión y marítimo respectivamente. Pero la Argentina no es el caso excepcional que pretende dar a entender.
Falso,Tiempo Argentino: “Las tierras en manos extranjeras equivalen a la superficie de Italia”
Falso,"INSOSTENIBLEEl diario afirmó que el 20% de la tierra productiva está en manos de extranjeros, pero no hay relevamientos oficiales sobre el tema."
Falso,Rodríguez Saá: “Tenemos la menor presión tributaria de la Argentina”
Falso,DISCUTIBLEEl gobernador de San Luis y candidato a presidente mostró como uno de sus logros la baja presión fiscal en su provincia. La veracidad de la frase depende del indicador que se elija para evaluarlo.
Falso,"Alperovich: “[En Tucumán], prácticamente, no hay desnutrición”"
Falso,EXAGERADOLos datos de la provincia revelan una disminución en los casos de niños y desnutridos con respecto al 2003. Pero aún persiste una desnutrición estructural en la provincia.
Falso,Cristina Fernández: “Es la performance [de desempleo] más baja que hemos tenido en estos 8 años”
Falso,VERDADEROLa Presidenta subrayó los logros en materia de empleo en base a cifras de la Encuesta Permanente de Hogares.
Verdadero,En P12 se insinúa que la caída de reservas no es un problema del Gobierno sino de la geología
Verdadero,"DISCUTIBLEEn una columna titulada “Energía, primero La Patria”, publicada en el matutino, se argumenta que la Argentina ya alcanzó su pico de producción. ¿Es cierto? Aportes de: Cuervo, Lapeña, Herrero y Maltoni.ADEMÁS...>¿Se incentiva la exploración?"
Falso,Cristina Fernández entregó la netbook número “un millón”
Falso,VERDADEROLa Presidenta estuvo en Tecnópolis y remarcó un hecho que las cifras respaldan.
Verdadero,C. Fernández: “La AUH es el plan más importante de destinar parte del PBI a los sectores más vulnerables de la sociedad”
Verdadero,"DISCUTIBLELa Presidenta remarcó la importancia que da al plan social en relación al PBI, pero no todos los estudios concuerdan."
Falso,Redrado: “La tasa de desempleo de los jóvenes se ha mantenido estable durante los últimos años”
Falso,"FALSOEl economista se refirió a los problemas de empleo juvenil, los datos en los que se basó son incorrectos."
Falso,Tiempo Argentino: “La AUH permitió sacar de la pobreza a dos millones de personas”
Falso,"APRESURADOEn una nota, el diario afirmó que el beneficio social habría reducido la pobreza. Pero existen pocos datos sobre el impacto real."
Falso,Cristina Fernández: en esta elección “batimos el récord de concurrencia electoral”
Falso,EXAGERADOLa Presidenta destacó la participación de los votantes en las urnas. Pero comparó el porcentaje del domingo sólo con las elecciones parlamentarias de 2009.
Falso,Giorgi: “Argentina es el único país de Latinoamérica que no primariza sus exportaciones”
Falso," VERDADERO, PERO…Las exportaciones primarias pesan menos sobre el total de las exportaciones, según la ministra de Industria, a diferencia del resto de la región. Los datos la avalan, aunque con algunos matices."
Verdadero,Alberto Rodríguez Saá: “Hemos construido viviendas por 90 pesos”
Verdadero,VERDADEROEl candidato remarcó la política habitacional de su gobierno. Se trata de un plan que permite acceder a la vivienda a través de cuotas mensuales.
Verdadero,Argumedo: “3 de cada 4 jóvenes está desocupado o en negro”
Verdadero,"ENGAÑOSOLa candidata a presidenta por el bloque Proyecto Sur, Alcira Argumedo, destaca la difícil situación laboral de los jóvenes en Argentina, en sus spots radiales. Pero los datos que presenta no son exactos."
Falso,Caparrós: “La situación social económica no es muy distinta de lo que era en el año 1995 o el año 1997”
Falso,"DISCUTIBLEEl escritor y periodista cuestionó que se califique como exitosa a la actual gestión, y la comparó con la década del 90. Un análisis de las variables que presentó."
Falso,La Nación: “El Gobierno respaldará al juez”
Falso,INSOSTENIBLEEl diario publicó una noticia basada en fuentes no atribuidas e hizo insinuaciones sin sustento sobre el caso de Eugenio Zaffaroni.
Falso,Juez: “Córdoba se convirtió en la segunda provincia de cocina de droga y en los últimos años ha crecido el narcotráfico”
Falso,"INSOSTENIBLEEl candidato a gobernador se basó en un estudio de la Sedronar que no es posible extrapolar a todo el país. Además, no hay estadísticas que den cuenta de un incremento del narcotráfico en la provincia."
Falso,"De la Sota: “En 1999, la deuda que recibí equivalía a tres presupuestos. Cuando me fui, equivalía a 11 meses”"
Falso,FALSOEl candidato a gobernador destacó que durante sus dos mandatos el pasivo provincial disminuyó. Los datos oficiales lo desmienten.
Falso,C. Fernández: “Santa Fe ha crecido por debajo de la media nacional”
Falso,"VERDADERO, PERO…La Presidenta comparó el crecimiento nacional con el provincial. Los datos confirman sus dichos."
Verdadero,Sabbatella: “La provincia de Buenos Aires tiene una inversión en educación por habitante que está entre las ocho más bajas del país”
Verdadero,ENGAÑOSOEl candidato a gobernador cuestionó la política educativa de Scioli. Los datos son ciertos pero no se tiene en cuenta que la provincia es la más pobre del país en términos de recursos fiscales por habitante.
Falso,"C. Fernández: “Nunca tuvimos una economía con el grado de participación a nivel internacional, como el que hoy tiene Argentina”"
Falso,"FALSOLa Presidenta se felicitó por haber logrado el mayor nivel de participación en el comercio internacional, pero los datos históricos la contradicen."
Falso,Alak: C. Fernández “es la mandataria que más jueces designó desde la restauración de la democracia”
Falso,"INSOSTENIBLEEl Ministro de Justicia se refirió al tema luego del envío de pliegos de candidatos para la ratificación del Senado, pero no se encontraron datos que permitan la comparación."
Falso,Macri: “Las únicas viviendas que construyó la Nación en la Ciudad fueron 800 que se están terminando”
Falso,"FALSOEl jefe de Gobierno criticó así la política habitacional del Gobierno nacional, pero la cantidad de viviendas terminadas por el Estado Nacional en coparticipación con la Ciudad es mayor a ese número."
Falso,Cristina Fernández: “La reducción de las salideras bancarias está en el orden del 80%”
Falso,"VERDADERO, PERO...La Presidenta remarcó la baja del delito, basada en un estudio que sólo considera los datos de un mes."
Verdadero,Duhalde: “Sólo la dictadura usó el canal del Estado para hacer publicidad oficial”
Verdadero,"FALSOEl candidato criticó que el Gobierno utilizara a la televisora como un órgano de difusión. Si bien lo presentó como una característica de esta gestión y de la dictadura, la estrecha relación entre el canal y el poder político es una constante histórica."
Falso,Binner: “Un millón de jóvenes no estudia ni trabaja”
Falso,VERDADEROEl candidato socialista se refirió a la juventud al hablar de su programa de desarrollo y citó cifras de quienes estarían excluidos del sistema educativo y laboral.
Verdadero,Marcó del Pont: “Lo que más ha crecido en volumen físico han sido las exportaciones industriales”
Verdadero,"VERDADERO, PERO...La presidenta del Banco Central afirmó que las exportaciones industriales fueron las que más crecieron, pero la clasificación de exportaciones que desde 1973 utiliza la Argentina genera dudas.ADEMÁS...>“Lo que ha traccionado (sic) el crecimiento es la industria”"
Verdadero,"Alak: Argentina no fue incluida en la lista de los países con “deficiencias”, sino en la de los cooperantes"
