clasificacion,texto
Falso,Es falso el tuit de Macri por el Día del Padre un minuto antes del apagón
Falso,"No, estas camionetas no chocaron en el Paseo del Bajo"
Verdadero,Son verdaderos los tuits de Massa sobre el triunfo de Manzur que circulan por redes
Verdadero,Pichetto: “En los últimos 10 años la Argentina no creció”
Falso,Cabandié: “Las 3 estaciones nuevas de la línea E que inauguró Rodríguez Larreta fueron hechas en el gobierno de CFK”
Falso,"Sica, sobre el salario: “No está perdiendo contra la inflación”"
Falso,"No, el video viral no fue filmado ni en Salta ni en Santa Fe. Es California."
Verdadero,Fernández-Fernández en Merlo: es verdadero el posteo que da datos sociales negativos de ese partido
Verdadero,Vidal: “La tasa de mortalidad infantil de 2018 es la más baja registrada en la historia de la Provincia”
Falso,"No, en esta foto no están Néstor Kirchner, Cristina Fernández, Dilma Rousseff y Pablo Escobar"
Falso,"No, la persona al lado de CFK no es un venezolano detenido por romper la Plaza de los Congresos durante una manifestación"
Falso,"No, CFK no tiene una hija no reconocida por tener síndrome de Down"
Verdadero,Es verdadero que Alberto Fernández tiene $140 mil de multas impagas
Verdadero,"Cambiemos no cumplió con la promesa de construir 3 mil jardines, pero inauguró más de 3"
Falso,"Durán Barba, sobre CFK: “Para ser candidata a presidenta está obligada a renunciar a la senaduría”"
Verdadero,Macri: “Hace 40 años que no se invertía en seguridad en los trenes de pasajeros metropolitanos”
Falso,"No, ni Alberto ni Aníbal Fernández fueron fotografiados armando un porro"
Falso,"No, no le van a pagar una operación a una niña ciega si su foto se comparte en redes sociales"
Falso,Lavagna: “El nivel de producción viene cayendo desde hace dos años en forma consecutiva”
Verdadero,"Alberto Fernández: “Cuando Cristina creó la AFI declaró que los fondos debían ser públicos. Macri, al llegar, los declaró secretos”"
Falso,Es falso que CFK viajó a Cuba con una cartera marca Hermès de US$ 17 mil
Verdadero,Es verdadero que golpearon a una señora de 83 años para robarle una garrafa
Falso,Es falsa la foto de Perón al lado de Hitler
Falso,"No, el pollo congelado del video viral que circula no contiene tela"
Falso,Son falsas las publicaciones que afirman que los quesos reelaborados son productos vencidos y que están prohibidos por ley
Falso,Del Caño: “El 70% de los jubilados y pensionados no alcanza a cubrir sus necesidades básicas”
Falso,Es falso que se inventó una vacuna contra la diabetes
Falso,"No, Macri no es un “ingeniero trucho” como dice un texto viral"
Falso,"No, Stolbizer no estuvo en la presentación del libro de Cristina Fernández de Kirchner"
Verdadero,Es verdadero que denunciaron a El Diario de Mariana ante la Defensoría del Público por difundir información contra las vacunas
Falso,"Es falso que esta foto con los colectivos estacionados es del día de la presentación de “Sinceramente”, el libro de CFK"
Falso,"No, no es cierto que decapitaron a la activista Samar Badawi"
Falso,"CFK, sobre “Argentina Trabaja” y “Ellas Hacen”: “El Gobierno que yo dejé con 207 mil planes sociales hoy tiene 467 mil”"
Verdadero,"Juan Schiaretti: “Hoy Córdoba es el polo de software más importante del interior del país, con 500 empresas y 13 mil puestos de trabajo”"
Falso,Es falso que en los próximos días se votará una ley que sube la edad jubilatoria
Falso,"No, no es cierto que murió Marco Antonio Solis"
Falso,"No, CFK no dijo: “Yo me siento mucho más cómoda con el modelo venezolano que con esta dictadura de Barrio Norte”"
Falso,"No, la mujer de la foto consumiendo cocaína no es Victoria Donda"
Falso,"Kicillof: “Cuando dejé de ser ministro, el desempleo era 5,9%”"
Falso,Es falso que Kicillof cobraba un sobresueldo por estar en el directorio de YPF
Falso,Kicillof: “Antes de 2011 exportábamos US$ 6.000 millones de combustibles y después empezamos a importar la misma cifra”
Falso,Vidal: “No hay ningún tipo de discrecionalidad en la asignación de fondos para la obra pública”
Falso,Es falso el título que señala que Burger King usa carne de caballo en sus hamburguesas
Verdadero,Es verdadero el video de los tanques militares que atropellan manifestantes en Venezuela
Verdadero,Es verdadero que al menos 5 colectivos fueron prendidos fuego antes del paro general del 30 de abril
Falso,Es falso que Baradel dijo que los docentes van “a prender fuego el país si no se va Macri”
Falso,"No, el dueño de Amazon no dijo que “el libro de Cristina será un best seller, como toda historia de gangsters”"
Falso,"No, los quesos “reelaborados” no son productos vencidos rehechos con leche nueva y que están prohibidos por ley"
Falso,"CFK: “Dejamos la Argentina con el 5,9% de desocupación”"
Falso,"No, el gobierno de Japón no decidió deshacerse de todos los hornos de microondas en el país antes de fin de año porque producen cáncer"
Verdadero,"Funes de Rioja: “Un alimento tiene 40% de impuestos entre Nación, provincia y municipios”"
Falso,Es falso que una enfermera intercambió 5000 bebés durante 12 años “por diversión” en Zambia
Falso,Scioli: “Cuando estaba Cristina no había este riesgo país”
Falso,Es falso que el Gobierno de San Luis construirá una réplica de la catedral de Notre Dame
Falso,"Macri: “Tenemos 230 jueces nombrados, los mejores de los concursos”"
Falso,Es falso que existe una planta que cura el cáncer
Falso,"No, el colectivo de Actrices Argentinas no pidió que se diga “Ovarios de Pascua” en lugar de “Huevos de Pascua”"
Falso,Es falso que detuvieron a dos sospechosos por el incendio en Notre Dame
Falso,Es falso que el INADI quiere prohibir el juramento de la bandera
Falso,Sica: “Argentina ya es el tercer productor mundial de litio”
Falso,"No, el hombre de la foto no es un terrorista que causó el incendio de la catedral de Notre Dame"
Falso,Pignanelli: “En los últimos 4 o 5 meses perdimos fácil 7 mil puestos de trabajo”
Falso,"No, Clarín no publicó una nota titulada: “Vivir en la calle, una tendencia que crece entre los porteños”"
Falso,Macri: “Nunca antes se gastó menos plata en pauta publicitaria que en este gobierno”
Falso,Es falsa la foto de Macri en el casamiento de Fariña y Jelinek
Falso,Es falsa la foto del primer ministro de Luxemburgo junto a su pareja
Falso,Frigerio: “Hoy el gasto social es el más alto de la historia”
Falso,"No, la Real Academia Española no avaló el uso del lenguaje inclusivo"
Falso,Crónica TV: “Cerró el super mayorista Makro. Más de 1000 empleados en la calle”
Falso,"Macri: “La inflación en 80 años ha sido, en promedio, 62,5% sin contar los años de hiperinflación”"
Falso,Es falsa la foto de Victoria Donda consumiendo cocaína
Falso,Massa: “Hoy los argentinos trabajan 16 días al mes para pagarle al Estado”
Falso,Es falso el título que dice: “Solidaridad: Cuba regala al mundo la vacuna contra el cáncer”
Falso,"No, el recibo de sueldo de Máximo Kirchner por $550 mil no es verdadero"
Falso,"No, el rey de España no dijo que “Latinoamérica debe pedir perdón por masacrar miles de conquistadores españoles inocentes”"
Falso,"Macri: “Hoy producimos la misma, más o menos, cantidad de dólares que necesitamos”"
Falso,"No, el atún desmenuzado no contiene lana"
Falso,Infobae: “Mendoza: aseguran que el 80% de los bebés recién nacidos en asentamientos tienen restos de cocaína”
Falso,"Macri: “Gracias a la Reparación Histórica, más de un millón de jubilados reciben más de $6 mil adicionales por mes”"
Falso,"No, la campaña de vacunación contra el sarampión y la parotiditis no es de la Argentina"
Verdadero,Vidal: “Pasamos de una provincia que invertía muy poco en infraestructura a una que invierte más del doble”
Falso,Es falso que Alemania autorizó la pena de muerte o la “cadena perpetua” para los políticos corruptos
Falso,"No, CFK no viajó a Cuba con una cartera marca Hermès de US$ 17 mil"
Falso,"No, la ONU no “decretó” que todas las personas tengan que ponerse un microchip bajo la piel"
Falso,Es falso el título que dice: “Se derrumbó una de las escuelas construidas por Cambiemos”
Falso,"No, la foto de las vías mal construidas no es de la obra del tren San Martín"
Falso,"Rodríguez Larreta: “Hoy la línea A, la B, la C y la D tienen en la hora pico un promedio de tres minutos”"
Verdadero,"Rodríguez Larreta: “En los últimos tres años, el delito por excelencia más grave, que es el homicidio, bajó 20%”"
Falso,"No, el Gobierno no le vendió 20 mil hectáreas del Parque Nacional Iguazú a los Estados Unidos"
Falso,"No, el hijo de Carrió no fue detenido en México con armas y un cargamento de drogas"
Falso,Stanley: “En la Argentina nacen por año casi 110 mil bebés de chicas menores de 19 años”
Falso,"No, la foto de una nena durmiendo en la calle no es de Buenos Aires, sino de la India"
Falso,Macri: “En 2016 la mitad de chicos que terminaba el colegio no comprendía textos. Hoy ocho de cada diez alcanzaron un nivel superior en Lengua”
Falso,Es falso que un hombre murió quemado en Brasil después de interpretar al diablo
Falso,"La desinformación saca de contexto un video de un siniestro ocurrido en febrero de 2018 en el estado de San Pablo, Brasil. Además, el supuesto fallecido dio entrevistas luego de que se difundiera este contenido."
Verdadero,Es verdadero que la Corte Suprema dejó firme la prisión preventiva de Cristina Fernández de Kirchner
Verdadero,"El máximo tribunal dio a conocer esto el 7 de marzo último, como señaló el diario La Nación. La causa sobre la cual se expresó la Corte la vincula a la firma del Memorándum de Entendimiento con Irán."
Falso,Es falso que se filtró el primer spot de campaña de Cristina Fernández de Kirchner
Falso,El vocero de la ex presidenta confirmó que no se trata de un spot oficial de campaña y que desconoce quién lo hizo. La desinformación también fue desmentida por el equipo de Comunicación de Unidad Ciudadana.
Falso,Gutiérrez: “[Neuquén] tiene los mejores indicadores económicos y sociales del país”
Falso,Urtubey: “Salta ya se encuentra entre las cuatro provincias con la mayor cantidad de efectivos por habitante”
Falso,Es falso que detuvieron al hijo del diputado entrerriano Ricardo Troncoso con 22 panes de marihuana en marzo de 2019
Falso,"El hecho ocurrió, pero no ahora sino en agosto de 2017, cuando se encontraron 20 panes de marihuana en un auto en el que viajaba Silvio Troncoso, hijo del actual diputado entrerriano por Cambiemos."
Falso,Es falsa la foto del anciano desnutrido en Catamarca
Falso,"La foto circula en redes sociales desde el año último y en cuentas de la India, no de la Argentina como señala falsamente una publicación."
Verdadero,Dietrich: “Los siniestros viales son la primera causa de muerte en jóvenes entre 15 y 34 años”
Verdadero,Macri: “Conectamos 1400 escuelas rurales a través de ARSAT”
Verdadero,Macri: “Mejoramos la infraestructura de 19 aeropuertos”
Verdadero,Macri: “Durante 2 años y medio (…) creamos 700 mil puestos de trabajo”
Falso,Macri: “[Creamos] los primeros dos parques nacionales marinos”
Falso,"Macri: “Seguir potenciando la economía del conocimiento, es la que genera valor y trabajo a partir del saber y las ideas. Hoy ya se exportan 6.300 millones de dólares”"
Falso,"Macri: “Cuando llegamos [al gobierno] uno de cada 10 municipios tenían herramientas digitales. Hoy, el noventa por ciento las tiene”"
Verdadero,"Macri: “Desde que empezamos a medir la pobreza casi 2 millones de argentinos pudieron superarla. Pero, lamentablemente, la pobreza ha vuelto a los niveles de antes”"
Verdadero,"Macri: “La velocidad promedio de Internet en 2015 era apenas de 4,5 megabits por segundo, hoy la triplicamos”"
Verdadero,Macri: “El Jefe de Gabinete respondió preguntas como nunca antes”
Falso,Macri: “Durante dos años y medio (…) bajó la inflación”
Falso,Macri: “Durante dos años y medio creció la economía”
Verdadero,Macri: “Desde el 2016 hay 27 proyectos nuevos de energía renovables en marcha”
Verdadero,Macri: “Un millón y medio de personas consiguieron acceso a cloacas y 817.000 personas pueden ahora abrir una canilla y ver salir agua limpia”
Verdadero,Macri: “Hoy con la presencia de la gendarmería en la Villa 1-11-14 en 3 años se redujeron los homicidios de 28 a 2”
Verdadero,Macri: “La Asignación Universal por Hijo hoy tiene 4 millones de beneficiarios”
Verdadero,Macri: “Se crearon 11 mil sociedades anónimas simplificadas”
Verdadero,Macri: “Las exportaciones crecieron 15% el último año sin contar los productos afectados por la sequía”
Falso,Macri: “Somos el primer gobierno en 100 años que pasa todo su mandato en minoría”
Falso,Macri: “Se cambia en serio cuando la droga no llega a los barrios porque la incautamos y quemamos como nunca antes”
Verdadero,"Macri: “En 2017 fuimos el primer destino de Sudamérica. En 2018 llegaron 7 millones de turistas extranjeros, un 3,4% más que en 2017.”"
Verdadero,Macri: “Enero de 2019 fue el mes con mayor cantidad de pasajeros desde que se tiene registro”
Verdadero,Macri: “El año pasado alcanzamos un récord histórico con la creación de seis áreas naturales protegidas”
Falso,"Macri, sobre las obras públicas: “[Tienen] un costo promedio 40% más barato que en el 2015 y este ahorro nos permite hacer más obras”"
Falso,"No, Mercedes Ninci no festejó la muerte de Natacha Jaitt en redes sociales"
Falso,Los supuestos tuits y posteos de Facebook son falsos: la periodista no tiene cuentas oficiales en ninguna de las redes sociales. Actualmente sólo tiene un usuario de Instagram.
Falso,Es falso que en la Argentina hay 700 mil legisladores
Falso,"A nivel nacional y provincial la suma asciende a 1196. Si se contabilizarán también a los miembros de los Concejos Deliberantes como legisladores, tampoco se llega a ese número."
Falso,"No, el niño de la imagen de Evita y Perón no es Jorge Bergoglio"
Falso,"La imagen es de, por lo menos, después de 1944 y para ese momento el Papa Francisco tenía al menos 10 años, es decir, que no puede ser el niño de la foto."
Falso,Es falso que Macri está imputado por intentar privatizar dos centrales termoeléctricas por medio de un decreto
Falso,"Hasta el momento sólo fue presentada una denuncia por legisladores del Frente Para la Victoria. Según confirmó a Chequeado el fiscal de la causa, no se emitió ninguna imputación por parte de la Justicia, contrariamente a lo que señala la desinformación."
Falso,Es falso que el presidente de México sufrió un atentado
Falso,"No hubo ningún tipo de comunicación oficial respecto de un ataque a Andrés Manuel López Obrador. Además, según la desinformación, esto lo habría dado a conocer Alejandro Solalinde, un cura mexicano defensor de los Derechos Humanos, a través de su cuenta de Twitter, pero él no publicó nada similar en sus redes."
Falso,Es falso que usan sillas para internar bebés en un hospital de Rosario por falta de camas
Falso,"La imagen que circula está sacada de contexto; se trata de un hospital de Brasil. Además, la foto no es actual sino del año último."
Falso,"No, Macri no dijo que “gobernar es como jugar al ajedrez pero sin los dados”"
Falso,"El Presidente no dijo la frase en ninguno de los discursos que dio en su la gira por la India, como indican las publicaciones falsas. La frase circula desde hace 10 años, adjudicada a un jugador de fútbol alemán."
Falso,Vidal: “Esta es la primera cárcel que se construye en 20 años en la provincia”
Falso,Los datos públicos y un relevamiento privado señalan que desde 1999 se inauguraron casi 40 establecimientos penitenciarios en la Provincia de Buenos Aires.
Falso,Es falso que la ONU determinó que existen 112 géneros
Falso,"La lista a la que se hace referencia fue publicada en un blog personal, y se la vincula sin evidencia a una persona que trabajó en Naciones Unidas hasta 2017. No es una lista del organismo."
Verdadero,Lavagna: “Son ocho años de estancamiento absoluto”
Falso,Es falso que Roberto Lavagna cobra una jubilación en dólares
Falso,"El exfuncionario no percibe ningún tipo de jubilación o pensión por parte de ANSES, según le confirmaron a Chequeado desde el organismo. Además, no existe ningún tipo de beneficio social de ANSES se pague en dólares."
Falso,Es falso que van a pagar la operación de una niña ciega si su foto se comparte en redes sociales
Falso,"La persona de la imagen es una menor iraní, que no es ciega y cuyas imágenes se hicieron virales por la difusión de varios medios de comunicación, que la catalogaron como la niña “más linda del mundo”."
Falso,Rossi: “Millones de inquilinos destinan más del 40% de su sueldo a pagar un alquiler”
Falso,"No, el fundador de Netflix no dijo que están haciendo una serie llamada “No vuelven más”"
Falso,"La desinformación afirma que el fundador de Netflix habría dicho esto. Sin embargo, el texto proviene de una columna de humor político de Infobae. Chequeado ya desmintió casos similares en los quenotas del mismo autor fueron replicadas fuera de contexto."
Falso,Es falso que la ONU quiere implementar un chip biométrico en todas las personas del mundo en 2030
Falso,"El organismo internacional no propuso nada similar. La desinformación que circuló tergiversó uno de los objetivos definidos en 2015 en el plan Agenda 2030 sobre el Desarrollo Sostenible, que busca que para ese año todas las personas del mundo tengan un documento legal."
Falso,"Dujovne: “Tenemos una tasa de inflación parecida a la que tenía el kirchnerismo, pero habiendo resuelto todos los problemas”"
Falso,Es falso que dejará de circular el billete de $100 que tiene la cara de Julio Roca
Falso,"Desde el Banco Central confirmaron que todos los modelos que existen de esa suma seguirán en vigencia, incluido el del ex presidente. Según la desinformación fue Javier Britos, un supuesto gerente del Banco Nación, quien dio a conocer esto, pero el gerente General de ese organismo es Juan José Fragati y no hay declaraciones oficiales de él en este sentido."
Falso,Es falso que Pablo Echarri fue apedreado y que lucha por su vida
Falso,"Un texto afirma que el actor tuvo que ser hospitalizado luego de ser apedreado en la calle y que ahora lucha por su vida. Sin embargo, Echarri confirmó a Chequeado que se encuentra en perfecto estado de salud y que este hecho nunca existió."
Falso,Es falso que la central hidroeléctrica Yacyretá tiene una grieta y que se está rompiendo
Falso,"La entidad binacional a cargo de la planta publicó un comunicado que desmiente la desinformación. Además, se trata de un rumor viejo que ya circuló en otras oportunidades y que también fue desmentido."
Falso,Es falso que Netflix emitirá la miniserie “Codicia” producida por Jorge Lanata
Falso,"La desinformación afirma que Netflix sería la plataforma en la cual se estrenaría la serie sobre las causas “Cuadernos de las coimas” y “La ruta del dinero K”. Sin embargo, esto fue desmentido por Netflix desde su cuenta oficial de Twitter y por el periodista en su programa de radio."
Falso,"No, Francis Coppola no confirmó una cuarta parte de la saga “El Padrino” inspirada en la Argentina"
Falso,"Se trata de una entrevista ficticia al director estadounidense, que forma parte de una columna humorística del diario Infobae de 2017 y fue replicada fuera de contexto. El autor de la pieza confirmó a Chequeado que se trata de algo inventado."
Falso,"No, no se puede circular únicamente con la cédula verde vencida sin ser el propietario del automotor"
Falso,"La Ley Nacional de Tránsito y sus modificaciones destacan que para el titular del automotor la cédula verde no tiene vencimiento pero que, si el vehículo es conducido por un tercero, esta cédula tiene vigencia de un año y, a partir de ese momento, debe poseer la cédula azul."
Falso,"Acuña: “En estos últimos 10 años de gobierno construimos 54 escuelas y, en este período, otras 54”"
Falso,Es falso que encontraron 100 kilos de cocaína en el auto de una “pareja” de Elisa Carrió
Falso,"La desinformación afirma que la supuesta noticia fue difundida por la “Procuraduría General de la República”. Sin embargo, ese organismo no existe en la Argentina y desde el único con nombre similar, la Procuración General de la Nación, señalaron a Chequeado que esto es falso."
Falso,Es falso que están vivos tres desaparecidos de la última dictadura
Falso,Los nombres de los secuestrados figuran en padrones electorales porque así lo determinó un decreto de la ex presidenta Cristina Fernández de Kirchner. Aparecen con la siguiente leyenda: “Elector ausente por desaparición forzada”.
Falso,Es falso que Jorge Rial insultó a María Eugenia Vidal al aire
Falso,"En Facebook circulan publicaciones que afirman que el conductor de Intrusos insultó a la gobernadora de la provincia de Buenos Aires al aire en uno de sus últimos programas. Pero Chequeado pudo comprobar que en su programa Rial no lo hizo, y además, el periodista lo desmintió."
Falso,Kicillof: “[El Gobierno] le subió las retenciones al campo a niveles que había antes”
Falso,"En algunos productos agropecuarios los derechos de exportación actualmente son mayores que en 2015, pero en los principales granos el porcentaje bajó. Los especialistas destacan que, más allá de los porcentajes, antes había otros mecanismos que perjudicaban a los productores, como límites para exportar y el cepo cambiario."
Falso,Es falso que un grupo de militantes kirchneristas atacaron a María Eugenia Vidal
Falso,"El ataque nunca existió. El día en el que supuestamente ocurrió el hecho la gobernadora realizó visitas a vecinos de San Martín, según difundió en sus redes. En ningún momento se refirió a un ataque."
Falso,"No, no prohibieron la salida del país de Roberto Baradel ni embargaron sus bienes"
Falso,"Supuestamente la resolución judicial que determinó eso fue publicada a comienzos de enero en el Centro de Información Judicial (CIJ); sin embargo, no existe nada similar. La única publicación de este órgano sobre el dirigente sindical es de mayo del año último y es sobre otro tema."
Falso,Es falso el examen del Colegio Nacional de Buenos Aires completado con lenguaje inclusivo
Falso,"La supuesta alumna que lo realizó y la docente que lo calificó, no existen. Así lo confirmó Gustavo Zorzoli, rector de la institución, en una entrevista radial. Además, en la imagen de la supuesta prueba el nombre de la escuela está incompleto."
Falso,"No, Michetti no tuiteó que los jujeños deberían dejar de atenderse en hospitales argentinos"
Falso,"El tuit que circula por redes sociales es una parodia y no surgió de la cuenta oficial de la vicepresidenta de la Nación. Además, el mensaje fue desmentido por ella."
Falso,"No, Florencia Peña no fue golpeada por su ex pareja"
Falso,"El episodio nunca existió. Además, esta desinformación es vieja, de hecho ya circuló con el mismo texto en junio del año pasado."
Falso,Es falso que la Justicia de Nicaragua desestimó la denuncia de Thelma Fardín contra Juan Darthés
Falso,"El Tribunal de Apelaciones de Managua, capital de dicho país, confirmó a Chequeado que la investigación continúa. Además, las desinformaciones que señalaban lo contrario ya habían sido desmentidas en diciembre último por la abogada de la actriz."
Falso,Massa: “En Argentina el salario de las mujeres por la misma actividad que realizan hombres es un 24% más bajo”
Falso,"La discriminación salarial entre hombres y mujeres por igual condición laboral se ubica en el 15 por ciento. Se llega al 26% si se consideran otros factores no relacionados con las mismas tareas, como la cantidad de horas y los cargos que ocupan las mujeres."
Falso,Es falso que encontraron US$ 6 millones en la casa de la cuñada de Santiago Maldonado durante un operativo policial
Falso,"El contenido, que circula por redes sociales, fue desmentido por la Policía Federal, por Gendarmería y por la abogada de la familia Maldonado."
Falso,"No, CFK no pidió que maten a Mauricio Macri en una escucha"
Falso,"En los audios que se publicaron la ex mandataria no afirma eso ni nada similar. Además, la publicación falsa no incluye la supuesta grabación a la que alude ni da ningún detalle sobre cuándo habría sucedido ni en qué contexto. Esta misma desinformación circuló en 2018."
Falso,Macri: “Hoy las obras salen 40% menos”
Falso,"No, la foto de una playa con agua cristalina no es de Formosa sino de las Islas Fiyi"
Falso,La imagen con la que se ilustró una publicación en Facebook en realidad pertenece a una costa del país ubicado en el Océano Pacífico y no a la laguna provincial que existe en la provincia gobernada desde 1995 por Gildo Insfrán.
Verdadero,Es verdadero que la inflación de 2018 fue la más alta desde 1991
Verdadero,"El INDEC publicó que la inflación de diciembre fue de 2,6 por ciento. Si se observan los datos oficiales, en 2018 la suba del IPC alcanzó el 47,6% y fue la más alta de los últimos 27 años."
Falso,Es falso que en España se suicidan dos mil hombres al año por denuncias falsas de sus ex mujeres
Falso,En ese país no existen estadísticas que informen la causa de una muerte autoprovocada e institutos oficiales españoles confirmaron que esa variable no está detallada en las cifras. Se trata de una desinformación que circula desde 2017.
Falso,Es falso que Sergio Maldonado fue procesado por estafa y hostigamiento al Gobierno
Falso,La nota señala que el hermano del joven fallecido en 2017 fue procesado junto con otros familiares. Pero su abogada confirmó a Chequeado que no fue notificada de ninguna denuncia ni procesamiento y el Ministerio de Seguridad de la Nación aclaró que no realizó ninguna denuncia contra la familia Maldonado.
Falso,"No, Pablo Echarri no dijo que “si llevan presa a Cristina vamos a matar a Macri”"
Falso,"Las declaraciones no existieron, de hecho el actor confirmó a este medio que nunca dijo eso en contra del Presidente. Además, esta misma desinformación circuló meses atrás."
Falso,"Facundo Moyano: “Hubo más inversión extranjera directa en el kirchnerismo, con cepo y todo, que ahora”"
Falso,Carrió: “El 80% de las personas matan por ira intrafamiliar”
Falso,"No existe un informe nacional que clasifique los homicidios por el motivo que fueron cometidos. Pero en los principales distritos del país, que concentran más de la mitad de los asesinatos, los homicidios dolosos por conflictos entre los integrantes de una familia no llegan a representar el 20% del total."
Falso,Es falso que un grupo de kirchneristas intentó asesinar a Mirtha Legrand
Falso,"La desinformación señala que el supuesto hecho ocurrió en Palermo el 5 de enero último. Sin embargo, ese fin de semana la conductora se encontraba transmitiendo su programa desde Mar Del Plata."
Falso,Es falso que atraparon a Jorge Rial con drogas ilegales en su auto
Falso,"Un sitio publicó que se encontró cocaína, éxtasis y LSD en el vehículo del periodista. Pero la información fue desmentida a Chequeado tanto por los ministerios de Seguridad de la Nación y de la Ciudad de Buenos Aires como por el periodista."
Falso,Es falsa la foto de “Pepe” Mujica con una bolsa de Chanel por las calles de Nueva York
Falso,"La foto original fue espejada en sentido inverso y no cuenta con la figura del ex presidente de Uruguay. Además, circula en blogs de turismo de la ciudad desde 2011, y la foto trucada, desde 2013."
Falso,Es falso que encontraron armas y drogas en la casa de Baradel
Falso,La versión que circula por redes sociales fue desmentida por los ministerios de Seguridad nacional y de la Provincia de Buenos Aires.
Falso,Aníbal Fernández: “Hace cinco años que se exporta cerezas a China”
Falso,"Si bien las cerezas argentinas ya ingresaban a China mediante la región especial de Hong Kong, el Gobierno nacional anunció que ahora podrán entrar directo al país asiático, algo que se buscaba desde la administración anterior y según los especialistas genera nuevos beneficios."
Falso,Es falso que inhabilitaron a CFK para ser candidata a cualquier cargo público
Falso,"La ex presidenta se encuentra procesada en seis causas judiciales, tres de las cuales ya llegaron a juicio oral. En otra más se la sigue investigando pero se dictó la falta de mérito. Sin embargo, en ninguna se determinó la inhabilitación para ejercer cargos públicos."
Falso,Bullrich: “El delito en manos de extranjeros (…) llega al 20% de las personas que están detenidas”
Falso,"Del total de detenidos a lo largo del país, sólo un 6% son extranjeros. La cifra alcanza el número mencionado por Bullrich si sólo se contabiliza a los presos en cárceles federales."
Falso,"Es falso que Peter Alfonso dijo: “Vidal es una boluda, me tiene re podrido”"
Falso,"Un sitio publicó que el actor afirmó esto en contra de la gobernadora de la provincia de Buenos Aires. Pero esta declaración no existió en ninguna de sus entrevistas. Además, el ex productor de Ideas del Sur confirmó a este medio que nunca dijo eso."
Falso,Es falso que Diego Brancatelli haya sostenido que “pagar a los jubilados es gastar plata”
Falso,"En ninguna entrevista el periodista de “Intratables” afirmó eso, y Brancatelli confirmó que las declaraciones nunca fueron dichas por él."
Falso,Es falso que hallaron una bóveda de Roberto Baradel con millones de dólares
Falso,"La versión que circula por redes sociales fue desmentida por el Ministerio de Seguridad nacional, a cargo de Patricia Bullrich. La cuenta de Facebook que originó la noticia falsa publicó información relacionada con México y se la atribuyó al dirigente gremial bonaerense."
Falso,Es falso que el hijo del senador bonaerense Luis Vivona fue detenido con 250 kilos de marihuana en Misiones
Falso,"La Jefatura de Policía de dicha provincia confirmó que la información es falsa y que ni esa fuerza ni las fuerzas federales registraron un procedimiento de este tipo. Además, tanto el senador como su hijo desmintieron el hecho."
Falso,Dietrich: “Mismas obras hoy valen entre un 20% y un 50% menos”
Falso,"Vialidad Nacional analizó dos casos testigo de la anterior gestión donde se ve que los costos son mayores a obras licitadas en Cambiemos. Igualmente, fueron comparadas con obras que todavía no están terminadas y pueden tener ampliaciones."
Falso,Es falso que renunció el presidente Mauricio Macri
Falso,"Una publicación señala que el jefe de Estado renunció a sus funciones el 27 de diciembre de 2018. Sin embargo, ninguna fuente publicó alguna información que así lo corrobore."
Falso,"Es falso el posteo que dice que este año hubo un tornado en San Justo, provincia de Buenos Aires"
Falso,"El video corresponde a una tormenta ocurrida hace más de dos años en la localidad de Dolores, en Uruguay, y no en el partido bonaerense de La Matanza."
Falso,Es falso que Sofía Gala amenazó con “romperle la cara” a Antonia Macri si no se aprueba la despenalización del aborto
Falso,Las supuestas declaraciones fueron desmentidas por la actriz y su madre. La noticia falsa ya había sido publicada anteriormente por otros sitios y fue verificada por Chequeado en mayo último.
Verdadero,Es verdadero que Baby Etchecopar deberá ceder diez minutos de su programa a especialistas en violencia de género
Verdadero,"De acuerdo con la “probation” que firmó el conductor con la fiscalía, también deberá donar 15 mil pesos a Cáritas. Las intervenciones se empezarán a transmitir a partir de marzo por cinco meses."
Falso,Es falso que en Inglaterra musulmanes envenenan perros y piden que sean prohibidos “por respeto al islam”
Falso,"No hay registros de que personas de esa religión envenenen perros en ese país o que pidan su prohibición. Además, noticias falsas similares circularon en España y fueron desmentidas."
Verdadero,Es verdadero que CFK dijo: “Podemos volver a construir un país mejor”
Verdadero,"La ex presidenta dijo esa frase durante una grabación de Unidad Ciudadana publicada por el ex gobernador de Entre Ríos, Sergio Urribarri, en su cuenta de Twitter."
Falso,Es falso que Baby Etchecopar fue designado como ministro de Comunicación de la Nación
Falso,"La designación nunca existió y no hay ningún nombramiento similar en el Boletín Oficial. Además, no existe un Ministerio con ese nombre. El único organismo similar es el Sistema de Medios Federales y está a cargo de Hernán Lombardi."
Falso,Es falso que los quesos “reelaborados” son productos vencidos rehechos con leche nueva y que están prohibidos por ley
Falso,La composición de estos alimentos está regulada por el Código Alimentario Argentino. Allí se detalla que no son productos vencidos y modificados para que se puedan volver a vender.
Falso,Es falso que la línea H se inundó luego del temporal de diciembre
Falso,La imagen compartida no es actual y fue extraída de un video publicado por Unidad Ciudadana el año último. La filtración de agua ocurrió en mayo de 2017 en la estación Carlos Jáuregui-Santa Fe.
Falso,Es falso que Remo Carlotto se ausentó 83 veces en la Cámara de Diputados durante 2017 y tampoco cobra $490 mil
Falso,"El año último el legislador de Peronismo para la Victoria se ausentó seis veces. Además, la suma que ganan los integrantes de la Cámara baja apenas supera los 120 mil pesos."
