clasificacion,texto
Falso,"FALSOLa inversión en infraestructura del sector público hoy es casi el triple que la que realizó el menemismo. El total de la inversión en el sector, en cambio, fue mayor durante los 90s, impulsada sobre todo por el sector privado."
Verdadero,Enrique Peña Nieto: “Impulsamos una política de seguridad que permitió reducir los homicidios dolosos”
Verdadero,"Las cifras muestran una disminución de las muertes cometidas con intención, pero México se ubica entre los países con más asesinatos del mundo. No hay consenso sobre las causas de la caída."
Verdadero,Nelson Castro: “Hoy hay cinco millones de personas con planes”
Verdadero,"Si bien no hay una definición precisa, el número es correcto e incluso puede ser mayor. Pese a esto, los especialistas destacan que los montos son bajos y que el Estado también hace transferencias a los sectores de altos ingresos."
Falso,"Zaffaroni: “Entre 2002 y 2012, entre homicidios, tránsito y suicidios, Brasil perdió más de dos millones de habitantes”"
Falso,"FALSOSi bien Brasil presenta cifras de muertes violentas superiores a la mayoría de los países de la región, el número es la mitad de lo mencionado por Zaffaroni."
Falso,Macri: “Con $2.000 millones urbanizás todas las villas de la Ciudad de Buenos Aires”
Falso,DISCUTIBLEEl costo de regularizar los asentamientos informales de la Ciudad varía mucho según diferentes cálculos y lo que se incluya dentro del concepto de urbanización; el dato de Macri coincide con uno del BID de 2012.
Verdadero,Felipe Rodríguez Laguens: “El 90% de los siniestros se producen por error humano”
Verdadero,VERDADEROEl dato citado por el director de la Agencia Nacional de Seguridad Vial es correcto según los datos disponibles.
Verdadero,Página 12: “La publicidad en la Ciudad aumenta siempre por encima del incremento general de los gastos”
Verdadero,"VERDADERO, PERO...El gasto en publicidad de la Ciudad Autónoma de Buenos Aires creció todos los años desde 2007, con la excepción de 2012, y aumentó su participación en el total del presupuesto."
Verdadero,Galuccio: “En dos años hemos fabricado el yacimiento que produce más petróleo no convencional en el mundo fuera de EEUU”
Verdadero,"VERDADERO, PERO...La Argentina es el segundo país con más pozos de este tipo de explotación petrolera, aunque muy pocos países explotan el shale oil, ya que todavía pueden extraer petróleo convencional, que requiere menos tecnología y es, por lo general, más barato."
Verdadero,"Lozano: “La Argentina registra, desde junio de 2013, 485.000 empleos menos”"
Verdadero,"VERDADEROLa evolución del mercado de trabajo muestra una baja en los niveles de empleo desde mediados de 2013, que implicó la destrucción de puestos de trabajo."
Verdadero,"Clarín: “Argentina, entre los países con más deserción en la secundaria”"
Verdadero,"VERDADERO, PERO...El país tiene una baja tasa de graduación secundaria en relación a las personas en edad de recibirse. Si bien se vincula con la deserción, son indicadores diferentes y hay quienes pueden recibirse con sobreedad."
Falso,Capitanich: “Hoy el Poder Judicial tiene el mayor presupuesto desde el 10 de diciembre de 1983 a la fecha”
Falso,"El presupuesto del área en relación al Producto está en el punto más alto de la serie, pero porque todo el gasto del Estado creció en relación al PBI. La proporción que destina el Ejecutivo al Poder Judicial de la Nación, en cambio, fue superada en 14 de los últimos 21 años."
Verdadero,CFK: “Por primera vez en la historia del G-20 la cuestión de la reestructuración de deudas soberanas fue planteada en el comunicado final”
Verdadero,"VERDADEROEl tema fue incluido en el documento, algo que para los especialistas es una muestra de consenso sobre la preocupación por el asunto."
Falso,Julián Domínguez: “La Argentina va reduciendo progresivamente la importación de energía”
Falso,"ENGAÑOSOLos datos muestran una caída en la demanda de combustibles, pero los especialistas destacan que es por la recesión y por un descenso en los precios internacionales."
Falso,José Mujica: “Uruguay es el país más seguro de América Latina”
Falso,"EXAGERADOSi bien su país se encuentra entre los más seguros de la región, hay otras naciones que muestran mejores indicadores."
Falso,Massa: “Copiaron la ley de telecomunicaciones venezolana para influir sobre los contenidos”
Falso,"FALSOEl líder del Frente Renovador afirmó que el proyecto del oficialismo prevé esa posibilidad. Sin embargo, a diferencia de la ley de ese país, el texto dice lo contrario y los especialistas coincidieron en que sólo regula la infraestructura."
Verdadero,Clarín: “En el último año se fueron de las escuelas públicas casi 50 mil alumnos”
Verdadero,"VERDADERO, PERO…El diario señaló correctamente la baja del sector estatal de educación, una tendencia que viene desde hace varios años, aunque no toda la baja se explica por un paso al sector privado."
Verdadero,"Arslanián: “Yo reduje un 50% los homicidios dolosos y un 30%, el robo automotor”"
Verdadero,"VERDADERO, PERO...Hubo un gran descenso de estos indicadores durante su gestión, superior a la baja que también se dio en el país. Para los expertos influyeron las mejoras socioeconómicas y medidas articuladas entre distintas áreas de gobierno."
Verdadero,Giustiniani: “Tenemos las tarifas más caras del mundo”
Verdadero,VERDADEROLa Argentina está entre los cinco países donde el costo promedio del minuto de comunicación celular es más caro. Qué dice al respecto el nuevo proyecto de telecomunicaciones que impulsa el Gobierno.
Falso,"Lanata: “En Perú, en Bolivia y en Paraguay están mejor [que en la Argentina]”"
Falso,"Si bien en los últimos años la evolución de varios indicadores económicos fue superior en estos países, la Argentina posee una mejor situación socioeconómica general."
Verdadero,CFK: “El Código se aplica a partir de su sanción y de su implementación para los casos futuros”
Verdadero,"VERDADERO, PERO...La mandataria contestó así las críticas acerca de que la propuesta de Código Procesal Penal de la Nación podría modificar la situación de funcionarios públicos hoy investigados. En principio sería así, aunque hay algunos puntos en discusión."
Falso,Solanas: “El kirchnerismo no fue capaz de derogar ninguna ley del menemismo”
Falso,FALSOExisten varias leyes sancionadas durante el menemismo que el Poder Legislativo Nacional derogó parcial o totalmente durante el período 2003-2014.
Falso,Echegaray: “El uso de facturas apócrifas o facturas falsas nace del sector privado y termina en el sector privado”
Falso,FALSOExisten varias casos emblemáticos de corrupción en los que funcionarios públicos estuvieron involucrados en la producción o uso de falsos comprobantes.
Verdadero,Binner: “El 80% de los crímenes en la ciudad de Rosario no tiene que ver con el narcotráfico”
Verdadero,VERDADEROEl diputado nacional y precandidato a Presidente de UNEN aclaró que el problema de violencia en su provincia es más amplio que los crímenes relacionados con el negocio de las drogas. Los datos lo sostienen.
Falso,Fortuna: “Un egresado de una universidad pública cuesta más que en la privada más cara”
Falso,ENGAÑOSO El presupuesto por graduado de las universidades públicas es mayor al costo en las universidades privadas. Pero el cálculo no tiene en cuenta aspectos como los distintos tipos de carreras y gastos no relacionados con la formación de graduados. Algunos especialistas consideran que no es válido.
Falso,Augusto Costa: “No hubo una pérdida de salario real”
Falso,"ENGAÑOSOLos datos oficiales coinciden con su frase, aunque son cuestionados por la falta de información sobre su metodología y el peso de Precios Cuidados. Las consultoras privadas y los centros de estudios sindicales muestran un resultado opuesto."
Verdadero,Paenza: “[Con el lanzamiento de ArSat 1] la Argentina va a formar parte de un grupo muy selecto”
Verdadero,VERDADEROExisten muy pocos países que construyen satélites con el nivel de complejidad del que se lanzará hoy.
Verdadero,"Sanz: “Con lo que este Gobierno gasta cada mes en propaganda, se podría pagar el sueldo de 50 mil trabajadores”"
Verdadero,"VERDADERO, PERO...El gasto en publicidad oficial es alto, incluso mayor que algunos presupuestos ministeriales completos. Los especialistas señalan, en cambio, que no es una comparación indicada para dimensionar el gasto del Gobierno en el rubro."
Falso,"CFK: “Con el sistema actual, los procesos duran un promedio no menor a los 4 años”"
Falso,"INSOSTENIBLELos especialistas coinciden en que la duración de los juicios es excesiva aunque no hay datos oficiales ni privados publicados para verificar el tiempo exacto de las causas. El promedio, además, incluye tipos de procesos con plazos muy diferentes."
Falso,"Télam: “Desde que asumió como diputado, Massa faltó al 60% de las sesiones”"
Falso,"EXAGERADOEl líder del Frente Renovador asistió la mayoría de las veces al recinto, pero es cierto que en muchas ocasiones no estuvo presente en el momento de la votación."
Falso,"CFK: “En la Argentina, el promedio de procesados es del 65% y solamente 35% de condenados”"
Falso,"EXAGERADOLos presos sin sentencia firme son un porcentaje menor al que señaló la Presidenta, pero aún así superan el promedio mundial. El primer chequeo a su discurso sobre el futuro Código Procesal Penal de la Nación."
Falso,"Jorge Macri: “La Ciudad, en seis años, ha logrado pasar del 50% de chicos en escuelas públicas al 60%”"
Falso,"FALSOEl total de alumnos que concurren a la escuela estatal en la Capital no aumentó sino que disminuyó. Si se analiza por niveles, sólo crecieron los jardines, pero en un porcentaje alejado del mencionado por Macri."
Verdadero,Binner: “El rol de las PyMEs en nuestro país es clave: aportan 40% del PBI”
Verdadero,VERDADEROEl Censo Económico 2004-2005 del INDEC indica que el 44% del valor agregado que se produce en la Argentina proviene de pequeñas y medianas empresas. Se trata de un dato estructural de la economía nacional que se mantiene estable.
Verdadero,"Lanata: “En la Argentina, cinco de cada diez chicos terminan la secundaria”"
Verdadero,"VERDADEROEl periodista mencionó un dato que se corrobora con las últimas cifras disponibles. Al mismo tiempo, aumentó la sobreedad de los estudiantes que se encuentran en el sistema secundario."
Verdadero,Stolbizer: “[El DNU de $ 160 mil millones] equivale a un tercio de todo el dinero que circula en nuestra economía”
Verdadero,VERDADEROLa diputada del GEN criticó el texto del Proyecto de Ley de Presupuesto e hizo eje sobre las ampliaciones que hace el Poder Ejecutivo luego de la aprobación legislativa. Los datos disponibles respaldan su afirmación.
Falso,CFK: “El crecimiento realizado por la Argentina entre 2004 y 2011 es el tercero a nivel global en calidad de crecimiento”
Falso,"ENGAÑOSOEl país se ubica en esa posición, pero entre 93 naciones en vías de desarrollo y no a nivel mundial. Además, el estudio que sirve como fuente utiliza los datos de crecimiento del INDEC, que están cuestionados."
Falso,"La Nación: “Sin título docente, podrán ser nombrados maestros en algunas escuelas”"
Falso,"ENGAÑOSOLa ley aprobada en la Provincia habilita que haya docentes sin título al frente de alumnos de 4 y 5 años, pero sólo si estos se encuentran actualmente trabajando en jardines comunitarios, y por el tiempo que demoren en obtener un título correspondiente. Pero la norma sí exige la titulación docente a los nuevos maestros contratados."
Verdadero,Caparrós: “Se producen alimentos para 12 mil millones de personas y somos 7 mil”
Verdadero,VERDADEROLos datos utilizados por Caparrós son correctos. Desde Naciones Unidas alertan que se tira alrededor de un tercio de la comida que se produce en el mundo.
Falso,Feletti: “La diferencia más grande entre un presupuesto presentado y la realidad se da justamente en 2014”
Falso,"ENGAÑOSOEl valor del dólar ya alcanzó su máxima distancia desde 2005, pero las diferencias entre las proyecciones y lo ocurrido en la economía se dieron en casi todos los años del kirchnerismo. En inflación y crecimiento, incluso, la brecha de otros años fue mayor."
Falso,"Giorgi: “Por sobre el pago de autopartes, las terminales tuvieron US$ 2.800 millones para pagar autos importados”"
Falso,"INSOSTENIBLELa frase de la Ministra es imposible de chequear, porque surge de información del Banco Central no publicada ni disponible. Además, las terminales importaron autos por un valor mayor al que le autorizaron para comprar divisas."
Verdadero,Macri: “La Ciudad genera casi el 25% de los recursos coparticipables y se lleva poco más del 1% de coparticipación”
Verdadero,"VERDADERO, PERO…Los números son correctos, pero la Ciudad es la jurisdicción que más recibe en subsidios del Estado nacional por persona."
Falso,Clarín: “En sólo tres meses se cerraron 311.000 ‘cuentas sueldo’”
Falso,"Los informes del Banco Central muestran esa variación entre diciembre de 2013 y marzo de 2014. Sin embargo, en la comparación interanual las cuentas aumentaron y, además, los especialistas coinciden en que no es un indicador relevante sobre el mercado laboral."
Falso,Clarín: “En las primarias de la Provincia no habrá más aplazos”
Falso,"FALSOLa resolución de la Provincia de Buenos Aires cambia el sistema de calificaciones y saca las notas del 1 al 3, pero no elimina los aplazos."
Verdadero,Aranguren: “La compañía que últimamente ha aumentado más los precios es YPF”
Verdadero,"VERDADERO, PERO...La empresa con participación estatal tuvo un aumento mayor que Shell a partir de la llegada de Miguel Galuccio. Pero aun así sus precios son menores que los de la empresa extranjera en casi todos los combustibles."
Falso,"“Hemos hecho cuatro mil kilómetros de ruta”, dijo Scioli"
Falso,"FALSOA diferencia de lo dicho por el Gobernador, no se trata de obras finalizadas que extienden la red vial sino de señalizaciones, repavimentaciones y bacheos u obras en proceso."
Falso,Tiempo Argentino: “[El salario mínimo] se incrementó un 2.389% desde junio de 2003”
Falso,"ENGAÑOSOEl aumento al que se refirió el diario, que no considera a la inflación, es menor si se tiene en cuenta el poder de compra. Además, el salario real de los trabajadores en blanco cayó en el primer trimestre del año."
Falso,Capitanich: “La Argentina prácticamente ha erradicado los niveles de indigencia”
Falso,"FALSODatos alternativos a los del INDEC muestran que, aunque el indicador bajó durante el período kirchnerista, hay una proporción significativa de personas que no alcanzan a comprar los alimentos básicos."
Falso,"Recalde: “[Aerolíneas] tiene todos los balances al día, están en la página web, auditados y completos”"
Falso,"EXAGERADO El presidente de la compañía aérea de bandera aseguró que esa información está disponible. A diferencia de lo que había ocurrido hasta ahora, eso es efectivamente así, aunque las auditorías han marcado la imposibilidad de corroborarlos."
Verdadero,"La Nación: “Entre 2001 y 2012, la Argentina fue el tercer proveedor mundial de cocaína”"
Verdadero,"VERDADERO, PERO...Un informe de la ONU sobre drogas ubica a nuestro país en esa posición, aunque el propio reporte reconoce que la medición no tiene cobertura universal y hay que interpretarlo con cautela."
Verdadero,Lorenzetti: “En la Justicia Federal las vacantes oscilan en el 30%”
Verdadero,"El presidente de la Corte mencionó el dato -que se sustenta en la información disponible- como una de las razones de la lentitud de la Justicia. Pero, a diferencia de lo que destacó, este porcentaje aumentó en los últimos años."
Falso,"Augusto Costa: “La posibilidad de intervenir en la fijación de precios, margen de utilidad, existe desde 1974, no es una novedad”"
Falso,"ENGAÑOSOEl secretario de Comercio defendió así el proyecto para modificar la Ley de Abastecimiento. Aunque la legislación data de esa fecha, existe controversia sobre su vigencia desde hace 20 años."
Falso,Ernesto Sanz: “El radicalismo está gobernando la mitad de las capitales de provincia”
Falso,"EXAGERADOLa Unión Cívica Radical gobierna siete de las 23 capitales de las provincias, pero junto con el Frente para la Victoria son las fuerzas con mayor cantidad de intendentes."
Falso,"CFK: “[La actividad inmobiliaria] ha repuntado, durante el mes de junio, en un casi 20 por ciento”"
Falso,"ENGAÑOSOLa compra y venta de propiedades en la Ciudad Autónoma de Buenos Aires registró un aumento en la cantidad de transacciones, aunque no se ven cambios significativos en el mercado. En el resto del país la situación no es la misma."
Falso,AFSCA: “100.000 nuevos puestos de trabajo en la industria audiovisual”
Falso,FALSOLos números de creación de empleo están lejos de los publicados por la AFSCA.
Falso,Tomada: “El mercado de trabajo se ha mantenido estable. No ha habido más despidos que en el 2012 y 2013”
Falso,ENGAÑOSOEl Ministro de Trabajo sustentó su frase en los datos oficiales disponibles. Omitió el aumento de la tasa de suspensiones -en su mayor nivel desde 2009- y la baja en el nivel de nuevas incorporaciones.
Falso,"Larreta: “Nosotros tenemos superávit hace muchos años, por eso invertimos lo que invertimos”"
Falso,"FALSOEl Jefe de Gabinete porteño negó así que la administración PRO tuviera déficit fiscal. Sin embargo, la Ciudad gastó más que sus ingresos -a excepción de 2010- en todos los años de gobierno de Mauricio Macri."
Verdadero,Bossio: “La AUH está en el nivel más alto en términos de poder adquisitivo”
Verdadero,"VERDADEROLos datos confirman que, más allá de la inflación, la Asignación Universal por Hijo (AUH) está por encima de su valor de 2009, cuando se lanzó. Los especialistas coinciden en que es un programa más efectivo contra la indigencia que contra la pobreza."
Verdadero,"Darín: “La Ley de Bosques no se está cumpliendo, sobre todo en Salta”"
Verdadero,"VERDADEROVarios puntos de la norma, como el dinero que debe recibir el Fondo para la Conservación de Bosques o la prohibición de realizar desmontes en zonas protegidas, están siendo incumplidos."
Verdadero,Sanz: “La nueva ley de diabetes le mejora la vida a más de tres millones de argentinos”
Verdadero,"VERDADEROEl senador radical, impulsor de la norma, señaló el alcance que podría tener basado en datos correctos."
Falso,CFK: “Desde que Kirchner asumió se ha aumentado un 2.054% el haber de los jubilados”
Falso,"FALSOEl aumento nominal fue menor. Si se considera el efecto de la inflación en esos años, la diferencia es aún mayor."
Falso,Etchevehere: “El 90% de los caminos sigue siendo de tierra y sin mantenimiento”
Falso,"EXAGERADOLos caminos de tierra son menos que los mencionados, aunque los pertenecientes a las zonas rurales no suelen estar pavimentados. Si bien hubo inversión, los especialistas destacan que no siguió una planificación estratégica y se centró en las rutas nacionales."
Falso,Massa: “Un productor de Salta paga más caro el flete de Salta a Rosario que de Rosario a Rotterdam”
Falso,"ENGAÑOSOLos costos que señaló el diputado nacional son correctos, aunque sucede porque el transporte marítimo es más barato que el terrestre. Pese a esto, en el país existe una baja participación del ferrocarril en las cargas, que es más económico para grandes distancias."
Verdadero,Andrés Rodríguez (UPCN): “El impuesto abarca a un millón de trabajadores en relación de dependencia”
Verdadero,"VERDADERO, PERO...La cantidad de personas que pagan este tributo es similar, pero representan menos del 10% de los trabajadores y del 15% de los registrados. El problema son las escalas del tributo, que están desactualizadas y provocan distorsiones."
Falso,"Feletti: “Un trabajador argentino trabaja mucho más que uno europeo [en cantidad de horas, y tiene menos feriados]”"
Falso,"EXAGERADOLa cantidad de horas trabajadas por un empleado argentino son mayores a las de los países de Europa, aunque no en las proporciones mencionadas por el diputado; los feriados no son más allí que acá."
Verdadero,Spot de Presidencia: “Desde 2008 el Estado nacional rescató 6.604 víctimas de trata”
Verdadero,"VERDADEROEl número coincide con los datos oficiales. Los especialistas destacan el impacto de la sanción de la ley específica en 2008, y su modificación de 2012 como consecuencia del caso de “Marita” Verón."
Falso,American Task Force: “La cifra de 15 mil millones [de deuda con los holdouts] no tiene sustento”
Falso,"FALSOLos datos oficiales se aproximan a ese monto. Y las fuentes alternativas, como consultoras privadas no afines a la política económica del Gobierno nacional, coinciden con las estimaciones de este número."
Falso,Macri: “[El programa ‘Terminá la Secundaria’] es para todo el país (…) es totalmente válido. (…) Está todo perfectamente establecido”
Falso,FALSOEl plan lanzado por el Gobierno porteño no cuenta con las autorizaciones necesarias para dar títulos válidos fuera de la Ciudad.
Verdadero,Scioli: “Hemos duplicado la cantidad de parques industriales”
Verdadero,"VERDADEROLa frase del Gobernador de la Provincia de Buenos Aires coincide con los datos, y los especialistas consultados señalan aspectos positivos de esta medida."
Verdadero,Dilma: “[Entre 2010 y 2013] la cantidad invertida en Educación y Salud en Brasil fue de 212 veces más que la cantidad invertida en los estadios”
Verdadero,"VERDADERO, PERO...El dinero destinado a ambas áreas es considerablemente mayor al que demandaron los estadios. Pero la realización del Mundial implica también otros costos, y existe un debate abierto sobre la pertinencia de que el Estado destine presupuesto a este tipo de eventos."
Falso,¿El piloto fallecido en el accidente aéreo era un testigo del caso Ciccone?
Falso,"FALSOLuego del accidente aéreo en el que murieron cinco personas sobre el Río de la Plata, se propagó el rumor de que el piloto era testigo de la llamada causa Ciccone que involucra al vicepresidente de la Nación, Amado Boudou. Según la información que recopiló Chequeado, esta versión es falsa.  "
Falso,Sergio Massa: “En la Argentina hay más prófugos que presos”
Falso,"ENGAÑOSOLos datos que existen coinciden con el cálculo que mencionó el líder del Frente Renovador. Sin embargo, no todos los pedidos de captura vigentes son de “prófugos”; además, los especialistas destacan que es lógico que haya más personas buscadas que presos."
Falso,CFK sobre la mortalidad materna: “[Entre 2009 y 2013] la hemos reducido a la mitad”
Falso,"ENGAÑOSOHubo un descenso del indicador en los últimos años, pero la comparación de la Presidenta es con el punto más alto de los últimos 20 años."
Falso,"Di Zeo: “Las autoridades que tienen que velar por las garantías constitucionales de los argentinos, mandan a Brasil listados de gente (…) te están prejuzgando”"
Falso,FALSOEl intercambio de información está amparado en un acuerdo firmado por el Mercosur en 2012. Otro país puede rechazar el ingreso basado en esta información.
Verdadero,"Kicillof: “Esta deuda con el sector privado en dólares está alrededor del 8%, es de las más bajas de la serie histórica”"
Verdadero,"El porcentaje de la deuda con los privados en moneda extranjera, la más compleja de pagar, se ubica en torno al 9 por ciento del PBI. Los canjes de deuda y el pago con reservas explican una parte de la reducción, aunque también se da porque creció el endeudamiento con el sector público, como la ANSES y el Banco Central."
Falso,Domínguez: “El problema del acceso a la vivienda está directamente relacionado con la falta de un reordenamiento poblacional. El 33% de la población se concentra en el 1% del territorio”
Falso,"ENGAÑOSOLa concentración de la población es aún más importante que la señalada por el diputado oficialista. Pero aunque la migración hacia grandes áreas urbanas puede aumentar el valor del suelo, ese no es el factor clave del déficit habitacional, según los especialistas."
Falso,CFK: “La proporción de la publicidad del Estado frente a la publicidad privada es ínfima”
Verdadero,"Pinedo: “No hubo ninguna sesión ordinaria, y tuvimos tres sesiones especiales para tratar lo que querían los kirchneristas”"
Verdadero,"VERDADEROEn lo que va del año no hubo ninguna sesión ordinaria en Diputados. Las tres sesiones especiales que se convocaron fueron impulsadas por el oficialismo, que no dio quórum cuando los partidos de la oposición pidieron tratar algún tema en particular."
Falso,"Carrió: “[Se robó] diez mil millones de euros, sólo el matrimonio Kirchner”"
Falso,"INSOSTENIBLELa afirmación de la diputada por UNEN resulta imposible de chequear, porque surge de estimaciones propias sin sustento. Los especialistas consultados destacan que medir el costo de la corrupción es una tarea difícil, dada la naturaleza ilegal de esos hechos."
Verdadero,CFK: “Cuando llegamos al gobierno teníamos en el calendario seis vacunas y hoy tenemos 16 (…) y ahora incorporamos tres nuevas”
Verdadero,"VERDADERODesde 2003 el país incorporó numerosas vacunas al Calendario Nacional, que el Estado provee en forma gratuita. Con las tres que se anunciaron ayer se llegará a 19. Los especialistas destacan la importancia que representa esta política para prevenir distintas enfermedades."
Verdadero,"Binner: “[En Moreno] un solo hospital atiende a 500 mil habitantes, mientras que un centro de salud está abandonado”"
Verdadero,"VERDADERO En el municipio solo hay un hospital, lo que ubica a Moreno entre los que menos tienen, y el peor si se tiene en cuenta la población. Existen numerosas unidades sanitarias, aunque se denuncia que dos fueron abandonadas antes de finalizarse, y éstas poseen una función distinta que no reemplaza a los hospitales."
Falso,Fibertel: “Una de cada ocho parejas que se casaron el año pasado se conoció por Internet”
Falso,INSOSTENIBLENo hay datos sobre matrimonio e Internet en el país. Una encuesta reciente de Estados Unidos dio como resultado que en casi tres de cada diez casamientos las personas se habían conocido en la red. ¿Qué cambia y qué se mantiene en la forma de buscar pareja?ADEMÁS...> La Argentina y el uso de las redes sociales
Falso,"De Gennaro: “La precariedad laboral abarca a 8,5 millones de trabajadores en la Argentina”"
Falso,"EXAGERADOSi bien hay una gran cantidad de trabajadores que se encuentra en la informalidad, la cifra es menor a la mencionada por el diputado. Para llegar a esa cifra, hay que incluir a los desocupados dentro los trabajadores precarizados."
Verdadero,"Di Lello: “[En el Fuero Penal] entran 15 mil causas. Ahí arranca un sistema perverso, porque usted no puede cumplir plazos y tiene que demorar causas”"
Verdadero,"VERDADERO, PERO…La cantidad de expedientes que ingresan por año en el sistema supera los casos resueltos, y dificulta el cumplimiento de los plazos del Código Procesal. Pero la mayor parte está vinculada con la tenencia personal de drogas, que podría ser archivada por la Justicia. Los especialistas señalan, además, otras dificultades en los casos de corrupción."
Falso,Vidal: “Menos del 5% de las leyes que se aprueban por año son vetadas”
Falso,"EXAGERADOMacri no es el Jefe de Gobierno de la Ciudad que más vetos realizó en relación a las leyes sancionadas por la Legislatura porteña, pero el porcentaje es superior al mencionado por Vidal. En los últimos dos años el promedio cayó ubicándose por debajo del 3 por ciento."
Verdadero,"Llach: “El porcentaje invertido [en 2010 en Educación, Ciencia y Tecnología] es casi idéntico al del período 1999-2001”"
Verdadero,"VERDADERO, PERO…El porcentaje sobre el PBI destinado a Educación en 2010 en base al nuevo PBI es similar al de los años mencionados por Llach. Pero la proporción es mayor en 2011 y 2012, y omite que desde la sanción de la Ley de Financiamiento Educativo en 2005 la inversión en el área aumentó."
Falso,Sandra Russo: “[Boudou] todavía no ha sido imputado de nada”
Falso,"FALSOPese a que aún no ha sido procesado, el Vicepresidente fue imputado en el caso Ciccone por dos fiscales y en dos causas que luego fueron unificadas."
Verdadero,CFK: “Fuimos nosotros también los que llevamos de 6 vacunas que había a 16 vacunas”
Verdadero,"VERDADERODesde 2003 el país incorporó numerosas vacunas al Calendario Nacional, que el Estado provee en forma gratuita. Los especialistas destacan la importancia que representa para prevenir distintas enfermedades."
Falso,De Vido: “[La Argentina sólo tuvo autoabastecimiento energético] en la década del ’90 y un poco con los militares”
Falso,"ENGAÑOSOHasta el final del gobierno de Alfonsín el país sólo contó durante períodos cortos con autoabastecimiento, aunque en mayor medida que lo señalado por De Vido. En esos años se alcanzó esa situación y se mantuvo hasta 2010. El Ministro no consideró lo ocurrido luego de la década del ‘90 porque lo calificó de “superávit trucho” por la falta de demanda."
Falso,Pichetto: “El 20% de los presos en cárceles argentinas son extranjeros”
Falso,"ENGAÑOSOEl senador del Frente Para la Victoria centró el problema de la inseguridad en la Argentina en la falta de los controles migratorios, pero citó cifras de detenidos de otros países que sobredimensionan a esta población."
Falso,Capitanich: “El crédito duplicó su participación en el PBI entre 2003 y 2013”
Falso,"ENGAÑOSOSi bien la participación del crédito creció en los términos mencionados por el Jefe de Gabinete, la Argentina es el país de la región con más baja participación de los préstamos en su Producto Bruto Interno (PBI). Además, la situación cambió desde la suba de las tasas de interés aplicada en febrero último."
Verdadero,"Cobos, sobre Aerolíneas: “[No hay] una relación lógica entre empleados y cantidad de vuelos”"
Verdadero,"VERDADEROEl diputado destacó algunos puntos de la gestión estatal, pero cuestionó el alto número de trabajadores para su nivel de actividad. Efectivamente, en comparación con otras aerolíneas, esta proporción es elevada."
Falso,"Mario Ishii: “Desde que se fue el Servicio Militar, la [inseguridad] empeoró”"
Falso,"FALSOEl senador defendió así un proyecto de consulta popular. Las tasas de delitos variaron desde 1994 hasta 2008 de acuerdo con la situación socio-económica en la Provincia. Además, existe un estudio que demuestra que los conscriptos que pasaron por el SMO tuvieron mayor probabilidad de delinquir que otros que no lo hicieron."
Verdadero,La Nación: “Fuerte deterioro del campo en 10 años: la soja fue la única excepción”
Verdadero,VERDADEROLa mayoría de los productos agropecuarios registraron una caída en la producción respecto de 2003. Algunos crecieron pero no en forma significativa.
Falso,"Albino: “El 40% de la población argentina no tiene agua, y el 60% no tiene cloacas”"
Falso,FALSOEl médico pediatra y fundador de CONIN mencionó este dato para referirse a la deuda social. La población que no tiene agua potable y desagües cloacales es mucho menor.
Falso,"Alegre: “Este anteproyecto reduce las penas notablemente. Por ejemplo, saca la prisión perpetua y la prisión máxima es de 30 años”"
Falso,"ENGAÑOSOSi bien el anteproyecto reduce la pena máxima, existen más delitos donde las penas aumentan que los que se reducen. El tope coincide con los años que establece el Estatuto de Roma, aunque sólo este último permite también la prisión perpetua."
Falso,CFK: “Desde hace 50 o 60 años que no había nuevas formaciones en la República Argentina”
Falso,"FALSOEn 1973 y 1983 el Estado nacional compró material rodante nuevo para las líneas Urquiza y Roca. La compra anunciada por la Presidenta es, sin embargo, la más importante de las últimas tres décadas."
Falso,Kicillof: “[En alimentos y bebidas] la desaceleración se empieza sentir de la mano del programa Precios Cuidados”
Falso,"INSOSTENIBLENo es posible calcular cuál es el impacto del programa Precios Cuidados por la falta de información oficial. De todas maneras, los especialistas consultados coinciden en la desaceleración del ritmo inflacionario."
Verdadero,Lanata: “En la época de Menem no había producción mayorista [post cultivo] de droga como hay hoy”
Verdadero,"VERDADEROLa Argentina no se caracteriza por el cultivo de drogas, pero sí participa en otras etapas del proceso de elaboración de estupefacientes. Esta tendencia aumentó en los últimos años como parte de un fenómeno regional."
Verdadero,Scioli: “Aún tenemos una ley [de responsabilidad penal juvenil] que emanó de la dictadura y que ha sido cuestionada por la Corte Suprema”
Verdadero,VERDADEROExisten criticas de la Justicia local e internacional por la violación de derechos de menores bajo la legislación actual. Hay denuncias por la falta de recursos para asegurar las condiciones básicas de detención.
Verdadero,Tiempo Argentino: “Macri triplicó la deuda externa de la Ciudad”
Verdadero,"VERDADEROLa deuda porteña aumentó un 221% en dólares. Si bien no es de las jurisdicciones con mayor peso de la deuda en sus ingresos, este indicador se mantuvo constante a pesar de que la Ciudad aumentó su recaudación; además, la mayoría de los recursos fueron destinados a financiar gastos corrientes."
Falso,De Vido: “La Argentina tiene las tarifas y precios de energía ampliamente más competitivos de la región”
Falso,"ENGAÑOSOEfectivamente el precio que pagan los consumidores finales en el Gran Buenos Aires es uno de los más bajos a nivel regional, pero existe una fuerte disparidad con los precios en el interior del país. Además, el bajo precio se debe al subsidio a las tarifas y a la presencia de recursos naturales en el territorio nacional."
Falso,"Según De Lucía, no hay una migración de la escuela pública a la privada"
